Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0,,,,,0,0.03125,-1.0625,,,16.005376444850892,-0.04205398577638545,0,0,0.6730898733574542,,0,,,0.0625,,
0,,,,,0,0.015625,-1.046875,,,16.005287472050256,-0.042396623826078936,0,0,0.6785701521807685,,0,,,0.0625,,
0.02281000000052154,,,,,0,0.021484375,-1.05078125,-0.0015415692905895965,,16.00509084846954,-0.04168861567144586,0,0,0.667230081168422,0,0,0,0,0.0625,,
0.046265000000596045,,,,,0,0.01953125,-1.048828125,,,16.00506438832479,-0.04077749827571378,0,0,0.6526464854976022,,0,,,0.0625,,
0.06879500000085682,,,,,0,0.03125,-1.0625,,,16.004921443778077,-0.04190896939994389,0,0,0.6707497630358011,,0,,,0.0625,,
0.09258000000100583,,,,,0,0.03125,-1.0625,,-1.6065462208826506,16.004724081499987,-0.042869472944511836,0,0,0.6861140859962407,,0,,,0.0625,,
0.1173050000006333,,,,,0,0.01953125,-1.046875,,,16.00449284174575,-0.04294600905506081,0,0,0.687329094503269,,0,,,0.0625,,
0.14445500000100583,,,,,0,0.017578125,-1.05078125,,,16.004691808558444,-0.04391188232175669,0,0,0.7027961432934017,,0,,,0.0625,,
0.16957500000018627,,,,,0,0.029296875,-1.0625,-0.0015887681434038005,,16.005113422166776,-0.0437259153700675,0,0,0.6998382349859958,0,0,0,0,0.0625,,
0.19147000000067055,,,,,0,0.005859375,-1.037109375,,,16.005203279263615,-0.04622763654615592,0,0,0.7398827200411413,,0,,,0.0625,,
0.2143500000005588,,,,,0,0.03125,-1.060546875,,,16.005102507503054,-0.04489270653680608,0,0,0.7185123699608338,,0,,,0.0625,,
0.23594500000029803,,,,,0,0.005859375,-1.0390625,,-1.641000552196335,16.005089511065453,-0.045814167636734675,0,0,0.7332598539008964,,0,,,0.0625,,
0.25831000000052157,,,,,0,0.03125,-1.060546875,,,16.0048168307439,-0.04535782482967059,0,0,0.7259436782398453,,0,,,0.0625,,
0.30443500000052154,,,,,0,0.01953125,-1.048828125,,,16.004983555194617,-0.04699709633165515,0,0,0.7521877539300379,,0,,,0.0625,,
0.33204000000096856,,,,,0,0.03125,-1.0625,-0.0016414975198034527,,16.00489972335121,-0.046836406046365686,0,0,0.7496119821742431,0,0,0,0,0.0625,,
0.35842500000074506,,,,,0,0.03125,-1.0625,,,16.00488303962093,-0.045305531469770205,0,0,0.7251097322215374,,0,,,0.0625,,
