Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0,,,,,0,0.03515625,-1.046875,,,15.995942436970026,0.03100732459237098,0,0,0.49599137930401127,,0,,,0.05859375,,
0,,,,,0,0.03515625,-1.048828125,,,15.996294604027772,0.032271095484347936,0,0,0.5162179505623399,,0,,,0.05859375,,
0.008689999999944121,,,,,0,0.03515625,-1.046875,-0.0011448283670699403,,15.996154733929545,0.03189111834728319,0,0,0.5101352637212014,0,0,0,0,0.05859375,,
0.016539999999920837,,,,,0,0.03515625,-1.046875,,,15.996196629470141,0.03208528279110274,0,0,0.513242492438634,,0,,,0.05859375,,
0.025809999999939465,,,,,0,0.03515625,-1.046875,,,15.996081133849232,0.031083270008354893,0,0,0.4972105089589874,,0,,,0.05859375,,
0.032680000000051224,,,,,0,0.03515625,-1.046875,,,15.995893458862515,0.031750119538426644,0,0,0.5078715294428217,,0,,,0.05859375,,
0.03934000000008382,,,,,0,0.0390625,-1.046875,,,15.995980354819734,0.03178319880332278,0,0,0.5084034236712813,,0,,,0.05859375,,
0.04807500000006985,,,,,0,0.0390625,-1.05078125,,,15.995981422149427,0.030779214939802322,0,0,0.49234375036542205,,0,,,0.05859375,,
0.05564000000001397,,,,,0,0.03515625,-1.048828125,,,15.995982250356127,0.03096150864387537,0,0,0.49525974271167816,,0,,,0.05859375,,
0.06279500000004191,,,,,0,0.03515625,-1.05078125,,,15.996149182709498,0.03129833827447859,0,0,0.5006528882094661,,0,,,0.05859375,,
0.07278499999991618,,,,,0,0.0390625,-1.046875,,,15.996055156591087,0.03289228288452003,0,0,0.5261467712469794,,0,,,0.05859375,,
0.07989499999990221,,,,,0,0.033203125,-1.048828125,,,15.995996104733502,0.03315477254535069,0,0,0.5303436124887548,,0,,,0.05859375,,
0.08790499999991153,,,,,0,0.0390625,-1.05078125,,2.6463672823064557,15.99599631348406,0.033449440964773376,0,0,0.5350571343606176,,0,,,0.05859375,,
0.09439000000001398,,,,,0,0.0390625,-1.046875,,,15.996157476490415,0.03367538709351345,0,0,0.538676795029614,,0,,,0.05859375,,
0.10190999999991618,,,,,0,0.03515625,-1.046875,,,15.996150261208825,0.03392266989717182,0,0,0.5426321249365458,,0,,,0.05859375,,
