Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
0,,,,,0,0.037109375,-1.04296875,,,15.99999604415538,0.04965495295135808,0,0,0.7944790507944507,,0,,,0.060546875,,
0,,,,,0,0.037109375,-1.048828125,,,15.99989844455971,0.04993301371817524,0,0,0.7989231485216107,,0,,,0.060546875,,
0.007115000000223517,,,,,0,0.03515625,-1.046875,,,16.000081994217155,0.05041719307951242,0,0,0.8066792231904765,,0,,,0.060546875,,
0.01531499999947846,,,,,0,0.03515625,-1.046875,,,16.000078631895395,0.05128706899643215,0,0,0.8205971367423588,,0,,,0.060546875,,
0.02375499999895692,,,,,0,0.037109375,-1.046875,,,16.000228342024148,0.051834912222414584,0,0,0.8293704316474118,,0,,,0.060546875,,
0.03134499999880791,,,,,0,0.03515625,-1.046875,,,16.00021726622516,0.05289959447949051,0,0,0.8464050049670533,,0,,,0.060546875,,
0.04528999999910593,,,,,0,0.03515625,-1.044921875,0.0004478610397654595,,16.00009897667487,0.05151196965853264,0,0,0.8241966130199951,0,0,0,0,0.060546875,,
0.06674000000022352,,,,,0,0.03515625,-1.044921875,,,15.999818043177552,0.05202416537077268,0,0,0.8323771797805415,,0,,,0.060546875,,
0.07472000000067056,,,,,0,0.03515625,-1.046875,,,15.999850894500476,0.0514016530319681,0,0,0.8224187842423379,,0,,,0.060546875,,
0.08221999999880791,,,,,0,0.0390625,-1.046875,,,15.99985736312146,0.050866345451043904,0,0,0.8138542717999646,,0,,,0.060546875,,
0.09081499999947847,,,,,0,0.0390625,-1.044921875,,,15.999715871195788,0.050447700110379384,0,0,0.8071488681213626,,0,,,0.060546875,,
0.1022949999999255,,,,,0,0.0390625,-1.04296875,,,15.999645932332955,0.05026723073599701,0,0,0.8042578937748367,,0,,,0.060546875,,
0.11260500000044703,,,,,0,0.03515625,-1.044921875,,,15.99941336765908,0.05204434866201007,0,0,0.8326790476940739,,0,,,0.060546875,,
0.12566999999806286,,,,,0,0.037109375,-1.044921875,,-10.51650425748926,15.999302949057444,0.051538719694904186,0,0,0.8245835900053256,,0,,,0.060546875,,
0.1429199999999255,,,,,0,0.03515625,-1.046875,,,15.999292216122107,0.052143313340173386,0,0,0.8342561072462521,,0,,,0.060546875,,
0.15302499999850988,,,,,0,0.0390625,-1.044921875,,,15.999255191923194,0.05085316393466092,0,0,0.813612747107345,,0,,,0.060546875,,
0.1683549999985844,,,,,0,0.037109375,-1.044921875,,,15.999231883864002,0.05245505166206618,0,0,0.8392405350214627,,0,,,0.060546875,,
0.17560500000044704,,,,,0,0.03515625,-1.04296875,,,15.999159649585808,0.05289987773153377,0,0,0.8463535892703778,,0,,,0.060546875,,
0.18775500000081957,,,,,0,0.0390625,-1.046875,,,15.999223483715356,0.055144848140064436,0,0,0.882274749368436,,0,,,0.060546875,,
0.20033499999903143,,,,,0,0.0390625,-1.044921875,0.0005043294179044638,,15.999213390729919,0.05471149503145139,0,0,0.8753408839340505,0,0,0,0,0.060546875,,
0.2157299999985844,,,,,0,0.037109375,-1.048828125,,,15.99921187080544,0.05470859292400402,0,0,0.8752943693447875,,0,,,0.060546875,,
0.22495499999821186,,,,,0,0.037109375,-1.044921875,,,15.999070627684588,0.05456289332056995,0,0,0.8729555838866182,,0,,,0.060546875,,
0.23144499999843537,,,,,0,0.03515625,-1.046875,,,15.999029571456786,0.05496686465892815,0,0,0.8794164931284545,,0,,,0.060546875,,
0.2382900000009686,,,,,0,0.0390625,-1.044921875,,,15.9988933340053,0.054544104121093166,0,0,0.8726453038322485,,0,,,0.05859375,,
0.24693500000052154,,,,,0,0.0390625,-1.046875,,,15.999025904007038,0.05499461403634721,0,0,0.879860254548388,,0,,,0.05859375,,
0.2581499999985099,,,,,0,0.037109375,-1.044921875,,,15.998949443968307,0.05453496474390304,0,0,0.8725021438662988,,0,,,0.05859375,,
0.2691599999982864,,,,,0,0.0390625,-1.046875,,-10.444860648387174,15.99891109529588,0.05418179830158759,0,0,0.8668497740103531,,0,,,0.05859375,,
0.27693999999947844,,,,,0,0.03515625,-1.046875,,,15.999029595085663,0.054850398063167286,0,0,0.8775531419148427,,0,,,0.05859375,,
