Timestamp,Amps,Batt. Volts,Motor Volts,RPM,Duty,Comm. Period,Bad Detects,ADC Window,Idle Time,State,Phase A Avg.,Phase B Avg.,Phase C Avg.,Composite Avg.,FET Step
2019-11-07 18:46:00:452,-5.34032e-05,16.5988,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:463,-0.00243811,16.5992,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:485,0.000960532,16.5992,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:486,0.00280296,16.6014,0,0,0,33,0,0,95.6043,0,0,0,0,0,3
2019-11-07 18:46:00:486,-0.000744613,16.6012,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:496,-0.00081284,16.601,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:517,-0.00381249,16.6012,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:518,-0.00195456,16.6005,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:534,-0.00727879,16.6004,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:546,-0.00444881,16.6,0,0,0,33,0,0,95.5938,0,0,0,0,0,3
2019-11-07 18:46:00:547,-0.00865178,16.6,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:00:567,-0.00191587,16.6005,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:568,-0.00294224,16.6005,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:580,-0.00152168,16.5995,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:602,-0.00716961,16.5992,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:602,-0.00105958,16.5989,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:613,0.000834852,16.5991,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:00:634,0.00298912,16.5998,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:635,0.00336528,16.5996,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:635,0.00779273,16.5993,0,0,0,33,0,0,95.5938,0,0,0,0,0,3
2019-11-07 18:46:00:651,0.00522635,16.5998,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:667,0.00256691,16.6006,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:668,0.00205496,16.6008,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:684,0.00540495,16.6004,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:00:701,0.0105152,16.6002,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:702,-0.00114812,16.6018,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:717,-0.00369048,16.6023,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:718,-0.00364578,16.6021,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:735,-0.0139741,16.6017,0,0,0,33,0,0,95.6149,0,0,0,0,0,3
2019-11-07 18:46:00:750,-0.00622827,16.6014,0,0,0,33,0,0,95.5832,0,0,0,0,0,3
2019-11-07 18:46:00:752,-0.00626629,16.6013,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:767,0.00659136,16.6014,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:768,0.00301829,16.6019,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:784,0.00506433,16.6013,0,0,0,33,0,0,95.6149,0,0,0,0,0,3
2019-11-07 18:46:00:785,0.00611523,16.6025,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:801,0.00521038,16.6021,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:817,0.00480339,16.6025,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:00:818,0.00136062,16.6012,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:834,-0.000621265,16.6018,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:851,-0.0179177,16.6012,0,0,0,33,0,0,95.5938,0,0,0,0,0,3
2019-11-07 18:46:00:852,-0.00336167,16.5995,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:867,-0.00393828,16.5981,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:868,0.00662222,16.598,0,0,0,33,0,0,95.6043,0,0,0,0,0,3
2019-11-07 18:46:00:884,0.00289217,16.5987,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:901,0.000168976,16.597,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:902,0.00208312,16.5965,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:918,0.00248777,16.5971,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:918,0.00436988,16.5974,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:929,-0.00346772,16.5957,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:951,0.00487933,16.5962,0,0,0,33,0,0,95.5859,0,0,0,0,0,3
2019-11-07 18:46:00:951,-0.00298417,16.5968,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:968,-0.0100883,16.5951,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:968,-0.00326297,16.5951,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:00:985,-0.00428452,16.5973,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:00:986,-0.00655525,16.5986,0,0,0,33,0,0,95.6149,0,0,0,0,0,3
2019-11-07 18:46:01:001,-0.000651437,16.5999,0,0,0,33,0,0,95.6043,0,0,0,0,0,3
2019-11-07 18:46:01:018,0.000888104,16.6012,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:018,0.00277132,16.6003,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:034,0.00156556,16.5985,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:051,0.00438307,16.5992,0,0,0,33,0,0,95.5911,0,0,0,0,0,3
2019-11-07 18:46:01:051,0.0145842,16.5998,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:064,0.0049422,16.5996,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:065,0.0325681,16.5986,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:01:086,0.0168497,16.5987,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:086,0.0145228,16.5977,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:101,0.00218912,16.5968,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:118,0.00129315,16.5953,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:118,0.00644202,16.5952,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:01:134,0.00215478,16.5943,0,0,0,33,0,0,95.6017,0,0,0,0,0,3
2019-11-07 18:46:01:151,0.000502025,16.593,0,0,0,33,0,0,95.5938,0,0,0,0,0,3
2019-11-07 18:46:01:152,-0.00241362,16.5924,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
2019-11-07 18:46:01:168,0.0147877,16.5926,0,0,0,33,0,0,95.6096,0,0,0,0,0,3
2019-11-07 18:46:01:169,0.00346927,16.5902,0,0,0,33,0,0,95.6122,0,0,0,0,0,3
